"","postcode","locality","state","lat","long","frequency","Population"
"3788","4680","BUILYAN","QLD",-23.446826,151.917285,2,50832
"3789","4680","BARNEY POINT","QLD",-23.446826,151.917285,2,50832
"3790","4680","HETHERINGTON","QLD",-23.446826,151.917285,2,50832
"3791","4680","CLINTON","QLD",-23.446826,151.917285,2,50832
"3792","4680","SOUTH GLADSTONE","QLD",-23.446826,151.917285,2,50832
"3793","4680","CALLIOPE","QLD",-23.446826,151.917285,2,50832
"3794","4680","GLADSTONE BC","QLD",-23.446826,151.917285,2,50832
"3795","4680","GLADSTONE HARBOUR","QLD",-23.81461022,151.3223565,2,50832
"3796","4680","DIGLUM","QLD",-23.446826,151.917285,2,50832
"3797","4680","BOYNEDALE","QLD",-23.446826,151.917285,2,50832
"3798","4680","GLADSTONE","QLD",-23.446826,151.917285,2,50832
"3799","4680","CURTIS ISLAND","QLD",-23.446826,151.917285,2,50832
"3800","4680","CALLEMONDAH","QLD",-23.446826,151.917285,2,50832
"3801","4680","BURUA","QLD",-23.446826,151.917285,2,50832
"3802","4680","BOYNE ISLAND","QLD",-23.446826,151.917285,2,50832
"3803","4680","SOUTH TREES","QLD",-23.446826,151.917285,2,50832
"3804","4680","WEST GLADSTONE","QLD",-23.446826,151.917285,2,50832
"3805","4703","MULAMBIN","QLD",-23.074563,150.894331,2,20639
"3806","4703","BARMOYA","QLD",-23.074563,150.894331,2,20639
"3807","4703","BONDOOLA","QLD",-23.074563,150.894331,2,20639
"3808","4703","CAUSEWAY LAKE","QLD",-23.074563,150.894331,2,20639
"3809","4703","TAROOMBALL","QLD",-23.074563,150.894331,2,20639
"3810","4703","FARNBOROUGH","QLD",-23.074563,150.894331,2,20639
"3811","4703","LAKE MARY","QLD",-23.074563,150.894331,2,20639
"3812","4703","BARLOWS HILL","QLD",-23.074563,150.894331,2,20639
"3813","4703","BARMARYEE","QLD",-23.074563,150.894331,2,20639
"3814","4703","HIDDEN VALLEY","QLD",-23.074563,150.894331,2,20639
"3815","4703","WEERRIBA","QLD",-23.074563,150.894331,2,20639
"3816","4703","PACIFIC HEIGHTS","QLD",-23.074563,150.894331,2,20639
"3817","4703","BYFIELD","QLD",-23.074563,150.894331,2,20639
"3818","4703","ADELAIDE PARK","QLD",-23.074563,150.894331,2,20639
"3819","4703","COOEE BAY","QLD",-23.074563,150.894331,2,20639
"3820","4703","YEPPOON","QLD",-23.074563,150.894331,2,20639
"3821","4703","BUNGUNDARRA","QLD",-23.074563,150.894331,2,20639
"3822","4703","KINKA BEACH","QLD",-23.074563,150.894331,2,20639
"3823","4703","KEMP BEACH","QLD",-23.074563,150.894331,2,20639
"3824","4703","BAYFIELD","QLD",-23.074563,150.894331,2,20639
"3825","4703","MARYVALE","QLD",-23.074563,150.894331,2,20639
"3826","4703","TANBY","QLD",-23.074563,150.894331,2,20639
"3827","4703","ROSSLYN","QLD",-23.074563,150.894331,2,20639
"3828","4703","LAMMERMOOR","QLD",-23.074563,150.894331,2,20639
"3829","4703","COBRABALL","QLD",-23.074563,150.894331,2,20639
"3830","4703","STOCKYARD","QLD",-23.074563,150.894331,2,20639
"3831","4703","WOODBURY","QLD",-23.074563,150.894331,2,20639
"3832","4703","INVERNESS","QLD",-23.074563,150.894331,2,20639
"3833","4703","MEIKLEVILLE HILL","QLD",-23.074563,150.894331,2,20639
"3834","4703","STATUE BAY","QLD",-23.074563,150.894331,2,20639
"3835","4703","MULARA","QLD",-23.074563,150.894331,2,20639
"3836","4703","TARANGANBA","QLD",-23.074563,150.894331,2,20639
"3837","4703","LAMMERMOOR BEACH","QLD",-23.074563,150.894331,2,20639
"3838","4703","BANGALEE","QLD",-23.074563,150.894331,2,20639
"3839","4723","LILYVALE","QLD",-23.14913315,148.4356637,2,1668
"3840","4723","CHIRNSIDE","QLD",-23.15575948,148.0763891,2,1668
"3841","4723","MOUNT MACARTHUR","QLD",-22.89259991,148.2062742,2,1668
"3842","4723","RETRO","QLD",-22.8479596,147.935334,2,1668
"3843","4723","HIBERNIA","QLD",-23.08866069,147.9028718,2,1668
"3844","4723","BELCONG","QLD",-23.02992213,148.2009804,2,1668
"3845","4723","CARBINE CREEK","QLD",-23.18786242,147.7853995,2,1668
"3846","4723","LOWESTOFF","QLD",-22.84635992,148.0796548,2,1668
"3847","4723","CRINUM","QLD",-23.22707928,148.2703852,2,1668
"3848","4723","CAPELLA","QLD",-23.010007,148.231917,2,1668
"3849","4723","KHOSH BULDUK","QLD",-22.99508403,148.0218188,2,1668
"3850","4740","HALF TIDE BEACH","QLD",-21.33763,149.059737,4,79542
"3851","4740","MACKAY EAST","QLD",-21.33763,149.059737,4,79542
"3852","4740","HALIDAY BAY","QLD",-21.33763,149.059737,4,79542
"3853","4740","MACKAY","QLD",-21.33763,149.059737,4,79542
"3854","4740","TIMBERLANDS","QLD",-21.33763,149.059737,4,79542
"3855","4740","PLANLAND","QLD",-21.33763,149.059737,4,79542
"3856","4740","LOUISA CREEK","QLD",-21.33763,149.059737,4,79542
"3857","4740","EIMEO","QLD",-21.33763,149.059737,4,79542
"3858","4740","GRASSTREE BEACH","QLD",-21.33763,149.059737,4,79542
"3859","4740","DUNDULA","QLD",-21.33763,149.059737,4,79542
"3860","4740","THE LEAP","QLD",-21.33763,149.059737,4,79542
"3861","4740","MACKAY DC","QLD",-21.33763,149.059737,4,79542
"3862","4740","HABANA","QLD",-21.33763,149.059737,4,79542
"3863","4740","FOULDEN","QLD",-21.33763,149.059737,4,79542
"3864","4740","SOUTH MACKAY","QLD",-21.33763,149.059737,4,79542
"3865","4740","YAKAPARI","QLD",-21.33763,149.059737,4,79542
"3866","4740","BEACONSFIELD","QLD",-21.33763,149.059737,4,79542
"3867","4740","MACKAY CANELAND","QLD",-21.33763,149.059737,4,79542
"3868","4740","PLANELLA","QLD",-21.33763,149.059737,4,79542
"3869","4740","NINDAROO","QLD",-21.33763,149.059737,4,79542
"3870","4740","CANELAND","QLD",-21.33763,149.059737,4,79542
"3871","4740","SLADE POINT","QLD",-21.33763,149.059737,4,79542
"3872","4740","DUMBLETON","QLD",-21.33763,149.059737,4,79542
"3873","4740","HAY POINT","QLD",-21.33763,149.059737,4,79542
"3874","4740","BALNAGOWAN","QLD",-21.33763,149.059737,4,79542
"3875","4740","HOMEBUSH","QLD",-21.33763,149.059737,4,79542
"3876","4740","BAKERS CREEK","QLD",-21.33763,149.059737,4,79542
"3877","4740","EAST MACKAY","QLD",-21.33763,149.059737,4,79542
"3878","4740","DOLPHIN HEADS","QLD",-21.33763,149.059737,4,79542
"3879","4740","MUNBURA","QLD",-21.33763,149.059737,4,79542
"3880","4740","MACKAY BC","QLD",-21.33763,149.059737,4,79542
"3881","4740","ALEXANDRA","QLD",-21.33763,149.059737,4,79542
"3882","4740","NORTH MACKAY","QLD",-21.33763,149.059737,4,79542
"3883","4740","ERAKALA","QLD",-21.33763,149.059737,4,79542
"3884","4740","PAGET","QLD",-21.33763,149.059737,4,79542
"3885","4740","SANDIFORD","QLD",-21.33763,149.059737,4,79542
"3886","4740","SALONIKA BEACH","QLD",-21.33763,149.059737,4,79542
"3887","4740","MACKAY NORTH","QLD",-21.33763,149.059737,4,79542
"3888","4740","GLENELLA","QLD",-21.33763,149.059737,4,79542
"3889","4740","WUNDARU","QLD",-21.33763,149.059737,4,79542
"3890","4740","ANDERGROVE","QLD",-21.33763,149.059737,4,79542
"3891","4740","CREMORNE","QLD",-21.33763,149.059737,4,79542
"3892","4740","MOUNT JUKES","QLD",-21.33763,149.059737,4,79542
"3893","4740","NOORLAH","QLD",-21.33763,149.059737,4,79542
"3894","4740","TE KOWAI","QLD",-21.33763,149.059737,4,79542
"3895","4740","WEST MACKAY","QLD",-21.33763,149.059737,4,79542
"3896","4740","CONINGSBY","QLD",-21.33763,149.059737,4,79542
"3897","4740","BALBERRA","QLD",-21.33763,149.059737,4,79542
"3898","4740","MOUNT PLEASANT","QLD",-21.33763,149.059737,4,79542
"3899","4740","CAPE HILLSBOROUGH","QLD",-21.33763,149.059737,4,79542
"3900","4740","ALLIGATOR CREEK","QLD",-21.33763,149.059737,4,79542
"3901","4740","MACKAY SOUTH","QLD",-21.33763,149.059737,4,79542
"3902","4740","MACKAY HARBOUR","QLD",-21.33763,149.059737,4,79542
"3903","4740","MCEWENS BEACH","QLD",-21.33763,149.059737,4,79542
"3904","4740","CHELONA","QLD",-21.33763,149.059737,4,79542
"3905","4740","ROSELLA","QLD",-21.33763,149.059737,4,79542
"3906","4740","DUNNROCK","QLD",-21.33763,149.059737,4,79542
"3907","4740","RICHMOND","QLD",-21.33763,149.059737,4,79542
"3908","4740","RICHANNA HEIGHTS","QLD",-21.33763,149.059737,4,79542
"3909","4740","MACKAY WEST","QLD",-21.33763,149.059737,4,79542
"3910","4740","BLACKS BEACH","QLD",-21.33763,149.059737,4,79542
"3911","4740","OORALEA","QLD",-21.33763,149.059737,4,79542
"3912","4740","BELMUNDA","QLD",-21.33763,149.059737,4,79542
"3913","4740","RACECOURSE","QLD",-21.33763,149.059737,4,79542
"3914","4740","RURAL VIEW","QLD",-21.33763,149.059737,4,79542
"3915","4740","TELINA HEIGHTS","QLD",-21.33763,149.059737,4,79542
"3916","4798","MENTMORE","QLD",-20.889915,148.737792,1,566
"3917","4798","CALEN","QLD",-20.889915,148.737792,1,566
"3918","4798","PINDI PINDI","QLD",-20.889915,148.737792,1,566
"3919","4798","WAGOORA","QLD",-20.889915,148.737792,1,566
"3920","4798","ST HELENS BEACH","QLD",-20.889915,148.737792,1,566
"3921","4800","CONWAY","QLD",-20.465423,148.516317,2,8683
"3922","4800","DINGO BEACH","QLD",-20.465423,148.516317,2,8683
"3923","4800","CAPE GLOUCESTER","QLD",-20.465423,148.516317,2,8683
"3924","4800","DITTMER","QLD",-20.465423,148.516317,2,8683
"3925","4800","THOOPARA","QLD",-20.465423,148.516317,2,8683
"3926","4800","CAPE CONWAY","QLD",-20.465423,148.516317,2,8683
"3927","4800","HAMILTON PLAINS","QLD",-20.465423,148.516317,2,8683
"3928","4800","ANDROMACHE","QLD",-20.465423,148.516317,2,8683
"3929","4800","FOXDALE","QLD",-20.465423,148.516317,2,8683
"3930","4800","ERLANDO BEACH","QLD",-20.465423,148.516317,2,8683
"3931","4800","BRANDY CREEK","QLD",-20.465423,148.516317,2,8683
"3932","4800","WILSON BEACH","QLD",-20.465423,148.516317,2,8683
"3933","4800","GUNYARRA","QLD",-20.465423,148.516317,2,8683
"3934","4800","STRATHDICKIE","QLD",-20.465423,148.516317,2,8683
"3935","4800","BREADALBANE","QLD",-20.465423,148.516317,2,8683
"3936","4800","RIORDANVALE","QLD",-20.465423,148.516317,2,8683
"3937","4800","CRYSTAL BROOK","QLD",-20.465423,148.516317,2,8683
"3938","4800","NORTH GREGORY","QLD",-20.465423,148.516317,2,8683
"3939","4800","CANNON VALLEY","QLD",-20.465423,148.516317,2,8683
"3940","4800","PAULS POCKET","QLD",-20.465423,148.516317,2,8683
"3941","4800","GLEN ISLA","QLD",-20.465423,148.516317,2,8683
"3942","4800","PROSERPINE","QLD",-20.465423,148.516317,2,8683
"3943","4800","LAKE PROSERPINE","QLD",-20.465423,148.516317,2,8683
"3944","4800","CONWAY BEACH","QLD",-20.465423,148.516317,2,8683
"3945","4800","PRESTON","QLD",-20.465423,148.516317,2,8683
"3946","4800","MOUNT JULIAN","QLD",-20.465423,148.516317,2,8683
"3947","4800","LETHEBROOK","QLD",-20.465423,148.516317,2,8683
"3948","4800","SILVER CREEK","QLD",-20.465423,148.516317,2,8683
"3949","4800","MYRTLEVALE","QLD",-20.465423,148.516317,2,8683
"3950","4800","GOORGANGA CREEK","QLD",-20.465423,148.516317,2,8683
"3951","4800","LAGUNA QUAYS","QLD",-20.465423,148.516317,2,8683
"3952","4800","MOUNT MARLOW","QLD",-20.465423,148.516317,2,8683
"3953","4800","PALM GROVE","QLD",-20.465423,148.516317,2,8683
"3954","4800","GOORGANGA PLAINS","QLD",-20.465423,148.516317,2,8683
"3955","4800","MOUNT PLUTO","QLD",-20.465423,148.516317,2,8683
"3956","4800","KELSEY CREEK","QLD",-20.465423,148.516317,2,8683
"3957","4800","HIDEAWAY BAY","QLD",-20.465423,148.516317,2,8683
"3958","4800","GREGORY RIVER","QLD",-20.465423,148.516317,2,8683
"3959","4800","SUGARLOAF","QLD",-20.465423,148.516317,2,8683
"3960","4802","MOUNT ROOPER","QLD",-20.271072,148.989038,2,8341
"3961","4802","WHITSUNDAYS","QLD",-20.271072,148.989038,2,8341
"3962","4802","SHUTE HARBOUR","QLD",-20.271072,148.989038,2,8341
"3963","4802","WOODWARK","QLD",-20.271072,148.989038,2,8341
"3964","4802","MANDALAY","QLD",-20.271072,148.989038,2,8341
"3965","4802","CANNONVALE","QLD",-20.271072,148.989038,2,8341
"3966","4802","JUBILEE POCKET","QLD",-20.271072,148.989038,2,8341
"3967","4802","SHUTEHAVEN","QLD",-20.271072,148.989038,2,8341
"3968","4802","AIRLIE BEACH","QLD",-20.271072,148.989038,2,8341
"3969","4802","FLAMETREE","QLD",-20.271072,148.989038,2,8341
"3970","4805","BOGIE","QLD",-20.016612,148.457987,2,10482
"3971","4805","DELTA","QLD",-20.016612,148.457987,2,10482
"3972","4805","QUEENS BEACH","QLD",-20.016612,148.457987,2,10482
"3973","4805","BRISK BAY","QLD",-20.016612,148.457987,2,10482
"3974","4805","BOWEN","QLD",-20.016612,148.457987,2,10482
"3975","4805","GUTHALUNGRA","QLD",-20.016612,148.457987,2,10482
"3976","4805","GUMLU","QLD",-20.016612,148.457987,2,10482
"3977","4805","MERINDA","QLD",-20.016612,148.457987,2,10482
"3978","4805","ROSE BAY","QLD",-20.016612,148.457987,2,10482
"3979","4805","BINBEE","QLD",-20.016612,148.457987,2,10482
"3980","4810","TOWNSVILLE CITY","QLD",-19.25896313,146.8169484,4,21525
"3981","4810","TOWN COMMON","QLD",-19.21292787,146.7425187,4,21525
"3982","4810","NORTH WARD","QLD",-19.227783,146.764659,4,21525
"3983","4810","SHELLY BEACH","QLD",-19.18453186,146.7537296,4,21525
"3984","4810","RAILWAY ESTATE","QLD",-19.227783,146.764659,4,21525
"3985","4810","ROWES BAY","QLD",-19.227783,146.764659,4,21525
"3986","4810","WEST END","QLD",-19.227783,146.764659,4,21525
"3987","4810","TOWNSVILLE DC","QLD",-19.227783,146.764659,4,21525
"3988","4810","BELGIAN GARDENS","QLD",-19.227783,146.764659,4,21525
"3989","4810","PALLARENDA","QLD",-19.227783,146.764659,4,21525
"3990","4810","CASTLE HILL","QLD",-19.227783,146.764659,4,21525
"3991","4810","TOWNSVILLE MC","QLD",-19.227783,146.764659,4,21525
"3992","4810","SOUTH TOWNSVILLE","QLD",-19.227783,146.764659,4,21525
"3993","4810","TOWNSVILLE WEST","QLD",-19.227783,146.764659,4,21525
"3994","4810","TOWNSVILLE","QLD",-19.227783,146.764659,4,21525
"3995","4810","YARRAWONGA","QLD",-19.227783,146.764659,4,21525
"3996","4810","CAPE CLEVELAND","QLD",-19.227783,146.764659,4,21525
"3997","4814","THURINGOWA DC","QLD",-19.285821,146.754745,3,44387
"3998","4814","VINCENT","QLD",-19.285821,146.754745,3,44387
"3999","4814","HEATLEY","QLD",-19.285821,146.754745,3,44387
"4000","4814","DOUGLAS","QLD",-19.285821,146.754745,3,44387
"4001","4814","GARBUTT BC","QLD",-19.285821,146.754745,3,44387
"4002","4814","MURRAY","QLD",-19.285821,146.754745,3,44387
"4003","4814","ANNANDALE","QLD",-19.285821,146.754745,3,44387
"4004","4814","GARBUTT EAST","QLD",-19.285821,146.754745,3,44387
"4005","4814","GARBUTT","QLD",-19.285821,146.754745,3,44387
"4006","4814","AITKENVALE BC","QLD",-19.285821,146.754745,3,44387
"4007","4814","CRANBROOK","QLD",-19.285821,146.754745,3,44387
"4008","4814","AITKENVALE","QLD",-19.285821,146.754745,3,44387
"4009","4814","MOUNT LOUISA","QLD",-19.285821,146.754745,3,44387
"4010","4817","THURINGOWA CENTRAL","QLD",-19.310498,146.652307,2,29739
"4011","4817","ALICE RIVER","QLD",-19.310498,146.652307,2,29739
"4012","4817","BOHLE PLAINS","QLD",-19.310498,146.652307,2,29739
"4013","4817","KIRWAN","QLD",-19.310498,146.652307,2,29739
"4014","4817","RUPERTSWOOD","QLD",-19.310498,146.652307,2,29739
"4015","4817","RANGEWOOD","QLD",-19.310498,146.652307,2,29739
"4016","4817","HERVEY RANGE","QLD",-19.310498,146.652307,2,29739
"4017","4817","STABLEFORD","QLD",-19.310498,146.652307,2,29739
"4018","4818","BLUE HILLS","QLD",-19.23794,146.540275,4,20306
"4019","4818","YABULU","QLD",-19.23794,146.540275,4,20306
"4020","4818","SHAW","QLD",-19.23794,146.540275,4,20306
"4021","4818","BEACH HOLM","QLD",-19.23794,146.540275,4,20306
"4022","4818","TOOLAKEA","QLD",-19.23794,146.540275,4,20306
"4023","4818","BLUEWATER","QLD",-19.23794,146.540275,4,20306
"4024","4818","SAUNDERS BEACH","QLD",-19.23794,146.540275,4,20306
"4025","4818","BLACK RIVER","QLD",-19.23794,146.540275,4,20306
"4026","4818","BUSHLAND BEACH","QLD",-19.23794,146.540275,4,20306
"4027","4818","INNES","QLD",-19.23794,146.540275,4,20306
"4028","4818","BURDELL","QLD",-19.23794,146.540275,4,20306
"4029","4818","MOUNT ST JOHN","QLD",-19.25217609,146.7403725,4,20306
"4030","4818","LYNAM","QLD",-19.23794,146.540275,4,20306
"4031","4818","PURONO PARK","QLD",-19.23794,146.540275,4,20306
"4032","4818","BOHLE","QLD",-19.23794,146.540275,4,20306
"4033","4818","JENSEN","QLD",-19.23794,146.540275,4,20306
"4034","4818","COSGROVE","QLD",-19.27139928,146.7141039,4,20306
"4035","4818","DEERAGUN","QLD",-19.23794,146.540275,4,20306
"4036","4818","MOUNT LOW","QLD",-19.23794,146.540275,4,20306
"4037","4818","BLUEWATER PARK","QLD",-19.23794,146.540275,4,20306
"4038","4819","NELLY BAY","QLD",-19.143944,146.831766,2,2197
"4039","4819","HORSESHOE BAY","QLD",-19.143944,146.831766,2,2197
"4040","4819","ARCADIA BAY","QLD",-19.143944,146.831766,2,2197
"4041","4819","FLORENCE BAY","QLD",-19.11815984,146.8727997,2,2197
"4042","4819","PICNIC BAY","QLD",-19.143944,146.831766,2,2197
"4043","4819","ARCADIA","QLD",-19.143944,146.831766,2,2197
"4044","4819","MAGNETIC ISLAND","QLD",-19.143944,146.831766,2,2197
"4045","4819","WEST POINT","QLD",-19.13469076,146.8166793,2,2197
"4046","4869","TAMARIND GARDENS","QLD",-17.025592,145.730423,2,17629
"4047","4869","BENTLEY PARK","QLD",-17.025592,145.730423,2,17629
"4048","4869","EDMONTON","QLD",-17.025592,145.730423,2,17629
"4049","4869","MOUNT PETER","QLD",-17.025592,145.730423,2,17629
"4050","4869","CENTENARY PARK","QLD",-17.025592,145.730423,2,17629
"4051","4869","WRIGHTS CREEK","QLD",-17.025592,145.730423,2,17629
"4052","4870","EARLVILLE BC","QLD",-16.923761,145.742303,8,66306
"4053","4870","CAIRNS","QLD",-16.923761,145.742303,8,66306
"4054","4870","CAIRNS DC","QLD",-16.923761,145.742303,8,66306
"4055","4870","CAIRNS CENTRAL","QLD",-16.923761,145.742303,8,66306
"4056","4870","MANUNDA","QLD",-16.923761,145.742303,8,66306
"4057","4870","KAMERUNGA","QLD",-16.923761,145.742303,8,66306
"4058","4870","EDGE HILL","QLD",-16.923761,145.742303,8,66306
"4059","4870","MANOORA","QLD",-16.923761,145.742303,8,66306
"4060","4870","BUNGALOW","QLD",-16.923761,145.742303,8,66306
"4061","4870","EARLVILLE","QLD",-16.923761,145.742303,8,66306
"4062","4870","LAMB RANGE","QLD",-17.05547916,145.6820733,8,66306
"4063","4870","CAIRNS MC","QLD",-16.923761,145.742303,8,66306
"4064","4870","CAIRNS CITY","QLD",-16.923761,145.742303,8,66306
"4065","4870","MOOROOBOOL","QLD",-16.923761,145.742303,8,66306
"4066","4870","KANIMBLA","QLD",-16.923761,145.742303,8,66306
"4067","4870","AEROGLEN","QLD",-16.923761,145.742303,8,66306
"4068","4870","MACKINNON","QLD",-16.923761,145.742303,8,66306
"4069","4870","NORTH CAIRNS","QLD",-16.923761,145.742303,8,66306
"4070","4870","REDLYNCH","QLD",-16.923761,145.742303,8,66306
"4071","4870","CAIRNS NORTH","QLD",-16.923761,145.742303,8,66306
"4072","4870","BARRON GORGE","QLD",-16.88018212,145.6691953,8,66306
"4073","4870","CAIRNS MCLEOD STREET","QLD",0,0,8,66306
"4074","4870","LAKE MORRIS","QLD",-16.923761,145.742303,8,66306
"4075","4870","WHITFIELD","QLD",-16.923761,145.742303,8,66306
"4076","4870","CAIRNS ORCHID PLAZA","QLD",-16.923761,145.742303,8,66306
"4077","4870","PARRAMATTA PARK","QLD",-16.923761,145.742303,8,66306
"4078","4870","STRATFORD","QLD",-16.923761,145.742303,8,66306
"4079","4870","PORTSMITH","QLD",-16.923761,145.742303,8,66306
"4080","4870","FRESHWATER","QLD",-16.923761,145.742303,8,66306
"4081","4870","MARTYNVALE","QLD",-16.923761,145.742303,8,66306
"4082","4870","WESTCOURT","QLD",-16.923761,145.742303,8,66306
"4083","4870","BRINSMEAD","QLD",-16.923761,145.742303,8,66306
"4084","4880","CHEWKO","QLD",-17.06721287,145.3734075,2,12136
"4085","4880","PADDYS GREEN","QLD",-16.97139021,145.3288229,2,12136
"4086","4880","BIBOOHRA","QLD",-16.972341,145.383091,2,12136
"4087","4880","GLEN RUSSELL","QLD",-16.95931822,145.2375044,2,12136
"4088","4880","MARYFARMS","QLD",-16.972341,145.383091,2,12136
"4089","4880","BILWON","QLD",-16.972341,145.383091,2,12136
"4090","4880","MAREEBA","QLD",-16.972341,145.383091,2,12136
"4091","4880","ARRIGA","QLD",-17.0488028,145.2931511,2,12136
"4092","4882","TOLGA","QLD",-17.202517,145.47284,1,2425
"4093","5008","CROYDON PARK SOUTH","SA",-34.887511,138.559407,2,13414
"4094","5008","DUDLEY PARK","SA",-34.887511,138.559407,2,13414
"4095","5008","RENOWN PARK","SA",-34.887511,138.559407,2,13414
"4096","5008","CROYDON PARK","SA",-34.887511,138.559407,2,13414
"4097","5008","WEST CROYDON","SA",-34.887511,138.559407,2,13414
"4098","5008","RIDLEYTON","SA",-34.887511,138.559407,2,13414
"4099","5008","DEVON PARK","SA",-34.887511,138.559407,2,13414
"4100","5008","CROYDON","SA",-34.887511,138.559407,2,13414
"4101","5012","MANSFIELD PARK","SA",-34.86303,138.541637,2,9707
"4102","5012","WOODVILLE NORTH","SA",-34.86303,138.541637,2,9707
"4103","5012","WOODVILLE GARDENS","SA",-34.86303,138.541637,2,9707
"4104","5012","ATHOL PARK","SA",-34.86303,138.541637,2,9707
"4105","5014","QUEENSTOWN","SA",-34.86475,138.509247,2,11567
"4106","5014","ALBERT PARK","SA",-34.86475,138.509247,2,11567
"4107","5014","ROYAL PARK","SA",-34.86475,138.509247,2,11567
"4108","5014","HENDON","SA",-34.86475,138.509247,2,11567
"4109","5014","ALBERTON","SA",-34.86475,138.509247,2,11567
"4110","5014","CHELTENHAM","SA",-34.86475,138.509247,2,11567
"4111","5016","PETERHEAD","SA",-34.824516,138.493796,4,8366
"4112","5016","LARGS BAY","SA",-34.824516,138.493796,4,8366
"4113","5016","LARGS NORTH","SA",-34.824516,138.493796,4,8366
"4114","5020","WEST LAKES SHORE","SA",-34.867318,138.481639,1,2972
"4115","5022","HENLEY BEACH","SA",-34.905461,138.49264,2,14658
"4116","5022","GRANGE","SA",-34.905461,138.49264,2,14658
"4117","5022","KIRKCALDY","SA",-34.905461,138.49264,2,14658
"4118","5022","HENLEY BEACH SOUTH","SA",-34.905461,138.49264,2,14658
"4119","5022","TENNYSON","SA",-34.905461,138.49264,2,14658
"4120","5024","FULHAM","SA",-34.948827,138.506052,2,12949
"4121","5024","FULHAM GARDENS","SA",-34.948827,138.506052,2,12949
"4122","5024","WEST BEACH","SA",-34.948827,138.506052,2,12949
"4123","5031","TORRENSVILLE PLAZA","SA",-34.936926,138.570873,4,9603
"4124","5031","THEBARTON","SA",-34.936926,138.570873,4,9603
"4125","5031","MILE END","SA",-34.936926,138.570873,4,9603
"4126","5031","MILE END SOUTH","SA",-34.936926,138.570873,4,9603
"4127","5031","TORRENSVILLE","SA",-34.936926,138.570873,4,9603
"4128","5034","WAYVILLE","SA",-34.956227,138.58811,2,9667
"4129","5034","GOODWOOD","SA",-34.956227,138.58811,2,9667
"4130","5034","CLARENCE PARK","SA",-34.956227,138.58811,2,9667
"4131","5034","KINGS PARK","SA",-34.956227,138.58811,2,9667
"4132","5034","MILLSWOOD","SA",-34.956227,138.58811,2,9667
"4133","5038","PLYMPTON PARK","SA",-34.968051,138.548367,0,14419
"4134","5038","PLYMPTON","SA",-34.968051,138.548367,0,14419
"4135","5038","SOUTH PLYMPTON","SA",-34.968051,138.548367,0,14419
"4136","5038","CAMDEN PARK","SA",-34.968051,138.548367,0,14419
"4137","5041","WESTBOURNE PARK","SA",-35.00298,138.594176,4,12972
"4138","5041","CUMBERLAND PARK","SA",-35.00298,138.594176,4,12972
"4139","5041","DAW PARK","SA",-35.00298,138.594176,4,12972
"4140","5041","PANORAMA","SA",-35.00298,138.594176,4,12972
"4141","5041","COLONEL LIGHT GARDENS","SA",-35.00298,138.594176,4,12972
"4142","5042","FLINDERS UNIVERSITY","SA",-35.007341,138.575023,3,10395
"4143","5042","TONSLEY","SA",-35.00971638,138.5709927,3,10395
"4144","5042","ST MARYS","SA",-35.007341,138.575023,3,10395
"4145","5042","CLOVELLY PARK","SA",-35.007341,138.575023,3,10395
"4146","5042","BEDFORD PARK","SA",-35.007341,138.575023,3,10395
"4147","5042","PASADENA","SA",-35.007341,138.575023,3,10395
"4148","5043","ASCOT PARK","SA",-35.005492,138.553853,1,17585
"4149","5043","MORPHETTVILLE","SA",-35.005492,138.553853,1,17585
"4150","5043","PARK HOLME","SA",-35.005492,138.553853,1,17585
"4151","5043","MITCHELL PARK","SA",-35.005492,138.553853,1,17585
"4152","5043","MARION","SA",-35.005492,138.553853,1,17585
"4153","5045","GLENELG SOUTH","SA",-34.977122,138.516973,4,15453
"4154","5045","GLENELG JETTY ROAD","SA",-34.977122,138.516973,4,15453
"4155","5045","GLENELG","SA",-34.977122,138.516973,4,15453
"4156","5045","GLENELG EAST","SA",-34.977122,138.516973,4,15453
"4157","5045","GLENELG NORTH","SA",-34.977122,138.516973,4,15453
"4158","5051","COROMANDEL VALLEY","SA",-35.033769,138.620405,1,13286
"4159","5051","HAWTHORNDENE","SA",-35.033769,138.620405,1,13286
"4160","5051","BLACKWOOD","SA",-35.033769,138.620405,1,13286
"4161","5051","CRAIGBURN FARM","SA",-35.033769,138.620405,1,13286
"4162","5052","BELAIR","SA",-35.003888,138.618684,2,6370
"4163","5052","GLENALTA","SA",-35.003888,138.618684,2,6370
"4164","5062","NETHERBY","SA",-35.004063,138.602387,5,14887
"4165","5062","CLAPHAM","SA",-35.004063,138.602387,5,14887
"4166","5062","HAWTHORN","SA",-35.004063,138.602387,5,14887
"4167","5062","MITCHAM","SA",-35.004063,138.602387,5,14887
"4168","5062","TORRENS PARK","SA",-35.004063,138.602387,5,14887
"4169","5062","BROWN HILL CREEK","SA",-35.004063,138.602387,5,14887
"4170","5062","SPRINGFIELD","SA",-35.004063,138.602387,5,14887
"4171","5062","LOWER MITCHAM","SA",-35.004063,138.602387,5,14887
"4172","5062","MITCHAM SHOPPING CENTRE","SA",-35.004063,138.602387,5,14887
"4173","5062","KINGSWOOD","SA",-35.004063,138.602387,5,14887
"4174","5062","LYNTON","SA",-35.004063,138.602387,5,14887
"4175","5065","TUSMORE","SA",-34.940362,138.633974,2,9589
