ID,IntDate,Mode,STATE,PCODE,SA2,CED_AEC,CED_ABS,GCCSA,LGA,ID_2016,sampsrc,accesstype,PANEL_FLAG,CITIZEN,A1,A2_1,A2_2,A2_3,A2_4,A3,A4_1,A4_2,A4_3,A4_4,A4_5,A4_6,A5,A6,A7_1,A7_2,A7_3,A7_4,A7_5,A7_6,A7_7,A7_8,A8_1,A8_2,A8_3,A8_4,A8_5,A8_6,A8_7,A9,A10,A11,A12_Order,A12_1,A12_2,A12_3,A12_4,A12_5,A12_8,A12_6,A12_7,A13_Order,A13_1,A13_2,A13_4,A13_5,A13_6,B1,B1_other,B2,B3,B4,B5,B6,B7,B8_1,B8_2,B8_3,B8_4,B8_5,B9_1,B9_1_other,B9_2,B9_2_other,B10,B11_1,B11_2,B12,B13,B13A,B14,B15_1,B15_2,B15_3,B15_4,B15_5,B15_6,B15_7,B15_8,B16,B17,B18_1,B18_2,B18_3,B18_4,B19_1,B19_2,B20_1,B20_2,B21_1,B21_2,C1_1,C1_2,C1_3,C1_4,C1_5,C2_Order,C2_1,C2_2,C2_3,C2_4,C2_5,C2_6,C2_7,C2_8,C2_9,C3_Order,C3_1,C3_2,C3_3,C3_4,C3_5,C3_6,C3_7,C3_8,C3_9,C4,C5,C6,C7,C8_1,C8_2,C8_3,C8_4,C8_5,C8_6,C9,C10,C11,C12,C13_Order,C13_1,C13_2,C13_3,C13_4,D1_Order,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D1_10,D2_Order,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10,D3_1_Order,D3_1,D3_2_Order,D3_2,D4_1,D4_2,D5_1,D5_2,D6_1,D6_2,D7_1,D7_2,D8_Order,D8_1,D8_2,D8_3,D8_4,D8_5,D8_6,D8_7,D8_8,D8_9,D8_10,D9_1,D9_2,D10_Order,D10_1,D10_2,D10_3,D10_4,D10_5,D10_6,D11_Order,D11_1,D11_2,D11_3,D12,D13,D14,E1,E2_Order,E2_1,E2_2,E2_3,E2_4,E2_5,E2_6,E2_7,E3,E4,E5,E6_Order,E6_1,E6_2,E6_3,E6_4,E6_5,E6_6,E6_7,E6_8,E7,E8_1_Order,E8_1,E8_2_Order,E8_2,E9_Order,E9_1,E9_2,E9_3,F1,F2,F3,F4,F5_Order,F5_1,F5_2,F5_3,F5_4,F5_5,F5_6,F6_Order,F6_1,F6_2,F6_3,F6_4,F7,F8_Order,F8_1,F8_2,F8_3,F8_4,F9,F10_Order,F10_1,F10_2,F10_3,F10_4,F10_5,F10_6,G1,G2,G3,G4,G4_other,G5_Work,G5_A,G5_B,G5_C,G5_Code,G5_D,G5_E,G5_F,G6,H1,H2,AGE,H3_1,H3_2,H3_3,H4,H5_1,H5_2,H6,H6_other,H7,H8,I1,I1_other,I2_Work,I2_A,I2_B,I2_Code_2d,I2_Code_4d,I3,I4,I5,I6,I6_other,J1,J2,J3,J4,J5,J6,J7,J8_1,J8_2,J8_3,J8_4,J8_5,J8_6,J8_7,J8_8,J9,W0,W1,W2,W3,W4,W5,W6,doutcome,devicetype,devicedets,dem_age_ed,dem_age4,dem_age5_16,dem_ed,dem_gen,dem_gen_16,dem_home,dem_location,dem_st6_16,dem_vo4_16,wt_crs_gnaf,wt_lo_aec,wt_lo_enrol,wt_lo_gnaf,wt_pooled,StateMap
219810415,28-MAY-2019,2,6,7250,Prospect Vale - Blackstone,192,601,12,64010,2114876,1,1,2,1,2,999,2,999,999,2,4,4,4,4,4,4,4,999,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4,5,4,"_4,_6,_2,_5,_1,_3,_97,_na",0,0,0,1,0,0,0,0,"_1,_2,_3,_97,_na",0,0,0,1,0,6, , ,2,6,3,4,1,10,0,0,10,5,1, ,6, ,1, , ,999,1,1,1,0,1,0,0,0,0,0,0,5,5,5,3,5,0,2,2,2,2,2,1,2,0,5,7,0,"g,h,a,b,i,e,d,c,f",2,4,1,1,3,4,2,4,4,"g,h,a,b,i,e,d,c,f",3,4,3,3,2,3,4,4,4,4,3,1,2,1,1,2,2,2,2,5,5,1,1,"d,c,b,a",5,2,1,3,"d,c,b,g,e,j,i,a,h,f",1,1,2,1,3,1,1,1,3,2,"d,c,b,g,e,j,i,a,h,f",2,998,3,2,3,3,998,998,998,998,"_4,_3,_2,_7,_5,_10,_9,_1,_8,_6,_na",6,"_4,_3,_2,_7,_5,_10,_9,_1,_8,_na",8,4,5,2,3,3,5,2,1,"d,c,b,g,e,j,i,a,h,f",2,3,2,3,3,2,2,2,2,2,97,5,"d,f,b,e,a,c",2,3,2,3,4,2,"a,b,c",5,3,5,0,2,4,3,"e,f,b,d,g,a,c",2,3,2,3,1,3,3,1,2,4,"h,f,d,a,e,c,g,b",2,3,2,5,2,2,5,1,2,"_4,_3,_2,_1,_na",3,"_4,_3,_2,_1,_na",1,"a,b,c",2,3,3,3,2,2,2,"d,f,b,e,a,c",3,3,1,3,3,3,"d,c,b,a",2,4,4,3,5,"d,c,b,a",2,5,2,5,1,"d,f,b,e,a,c",1,1,1,998,998,1,-3,999,1,5, ,1,DIRECTOR,DIRECTOR COMPANY SEC. OF ADVERTISING AGENCY,ADVERTISING AGENCY,1111,1,1,1,2,2,1933,86,1101,1101,1101,2,2,998,7, ,6,3, , , , , , , , , , , , ,1,2,2,3,4,5,1,0,0,0,1,0,0,0,0,1,1,999,1,999,1,2,1,1,0,12,6,4,5,2,2,2,1,90,9,4, ,.633834499800622,.683932995617378, ,.409902053306322,6
219810416,29-MAY-2019,2,6,7249,Kings Meadows - Punchbowl,192,601,12,64010,2115262,1,5,1,1,1,1,1,3,2,1,2,3,4,4,4,4,4,999,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,2,1,2,"_4,_6,_2,_1,_3,_5,_97,_na",0,0,0,0,0,0,1,0,"_2,_3,_1,_97,_na",0,0,0,1,0,4, ,3,1,2,4,4,1,6,8,6,8,6,4, ,4, ,2,998,998,2,3,4,4,0,0,1,0,1,0,0,0,4,2,1,7,1,9,2,2,2,998,2,998,3,6,5,3,10,"b,i,c,d,a,g,f,e,h",2,3,3,3,4,3,3,4,3,"b,i,c,d,a,g,f,e,h",2,3,2,2,3,2,2,3,2,3,3,2,2,2,2,2,2,2,2,4,1,1,5,"c,b,a,d",2,3,3,2,"a,b,c,f,j,d,e,h,g,i",2,2,1,1,2,1,1,1,2,2,"a,b,c,f,j,d,e,h,g,i",3,3,1,3,3,1,3,3,3,3,"_1,_2,_3,_6,_10,_4,_5,_8,_7,_9,_na",6,"_1,_2,_3,_10,_4,_5,_8,_7,_9,_na",8,3,4,2,3,4,4,2,2,"a,b,c,f,j,d,e,h,g,i",1,1,2,3,1,4,2,1,2,3,97,97,"e,c,f,a,d,b",3,3,1,2,3,2,"b,c,a",4,3,5,2,3,3,5,"g,b,d,f,a,c,e",3,2,3,4,2,3,3,1,1,3,"c,g,e,a,h,d,b,f",2,3,2,3,3,1,2,3,2,"_3,_2,_1,_4,_na",1,"_3,_2,_1,_4,_na",3,"b,c,a",4,3,4,3,1,1,2,"e,c,f,a,d,b",3,3,1,3,3,2,"c,b,a,d",3,3,2,3,4,"c,b,a,d",4,2,4,1,1,"e,c,f,a,d,b",1,2,1,1,998,998,15,2,5,5, ,1,Dressmaker,Wedding dresses
Formal dresses
Alterations
Textile Art (quilting)
teaching quilting,self employed,3932,999,1,2,2,2,1946,73,1101,1101,2100,2,2,998,7, ,6,2,5, ,1,Printer,printing
die cutting
collating,39,3923,2,1,2,4, ,1,2,2,2,4,4,2,0,0,0,1,0,0,0,0,1,1,2,1,1,1,1,1,1,0,12,6,4,5,2,2,2,1,90,9,3, ,.224574912316352,.227410323604372, ,.172946678751846,6
219810417,05-JUL-2019,2,6,7008,Lenah Valley - Mount Stuart,319,603,11,62610,2118348,1,5,1,1,1,3,1,3,1,1,1,3,3,3,3,3,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,"_5,_4,_1,_3,_6,_2,_97,_na",0,0,1,0,1,1,0,0,"_1,_3,_2,_97,_na",0,0,0,1,0,4, ,2,1,1,2,4,2,2,7,2,9,1,4, ,4, ,1,2,2,2,1,4,5,0,0,0,0,0,1,0,0,3,3,1,6,0,8,2,998,2,2,2,2,1,5,0,7,8,"d,g,f,a,b,c,i,h,e",2,4,999,2,3,3,2,4,4,"d,g,f,a,b,c,i,h,e",3,3,4,2,3,2,3,4,3,4,2,1,2,2,2,1,2,2,1,3,3,1,3,"d,c,a,b",2,2,2,2,"h,c,a,b,g,i,f,j,d,e",3,1,1,1,3,1,1,1,3,3,"h,c,a,b,g,i,f,j,d,e",1,1,1,1,2,1,1,1,1,3,"_8,_3,_1,_2,_7,_9,_6,_10,_4,_5,_na",4,"_8,_3,_1,_2,_7,_9,_6,_10,_5,_na",8,3,3,2,3,3,4,2,3,"h,c,a,b,g,i,f,j,d,e",1,1,1,5,2,4,3,1,1,1,3,5,"d,e,a,f,b,c",3,3,1,1,3,2,"a,c,b",4,3,5,0,1,1,5,"e,c,b,f,g,a,d",5,4,4,5,4,4,3,1,1,3,"d,c,e,h,f,b,g,a",5,2,4,3,5,1,2,1,1,"_4,_3,_1,_2,_na",2,"_4,_3,_1,_2,_na",3,"a,c,b",5,5,5,3,1,2,2,"d,e,a,f,b,c",3,3,2,3,3,3,"d,c,a,b",4,3,4,4,1,"d,c,a,b",4,2,4,2,1,"d,e,a,f,b,c",1,2,2,1,1,2,18,3,1,2, ,1,office manager,"administration and personal assistant, office management",Financial advice,5121,2,2,1,2,1,1996,23,1101,1101,2100,2,2,2,96, ,5,1, , , , , , , , , , , , ,2,2,2,2,5,6,1,0,0,0,0,0,0,1,0,1,1,1,2,1,1,2,1,1,0,8,4,1,1,2,1,1,2,90,9,4, ,.846006075579803,2.22262442425082, ,3.77578321405297,6
219810418,26-MAY-2019,2,6,7008,New Town,319,603,11,62610,2120841,1,1,1,1,2,2,2,3,1,1,2,2,3,3,3,4,4,4,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,"_5,_2,_4,_1,_3,_6,_97,_na",1,1,1,0,1,1,0,0,"_1,_2,_3,_97,_na",1,1,0,0,0,4, ,1,1,3,3,1,2,5,5,5,5,5,4, ,4, ,1,2,2,2,6,4,5,0,0,0,0,0,1,0,0,2,1,1,6,1,10,2,998,2,2,998,2,1,6,3,3,10,"a,b,i,d,f,g,e,h,c",2,3,4,4,4,3,3,4,4,"a,b,i,d,f,g,e,h,c",2,2,2,2,4,2,2,3,2,2,2,2,3,2,2,2,2,2,1,2,1,1,5,"a,d,c,b",3,5,4,2,"g,a,j,f,b,c,h,e,i,d",2,2,2,1,1,2,1,1,3,2,"g,a,j,f,b,c,h,e,i,d",998,1,1,1,3,998,1,1,3,998,"_7,_1,_10,_6,_2,_3,_8,_5,_9,_4,_na",4,"_7,_1,_10,_6,_2,_3,_8,_5,_9,_na",8,3,3,2,2,3,3,2,2,"g,a,j,f,b,c,h,e,i,d",2,2,2,2,2,2,2,2,2,2,97,5,"a,e,c,f,b,d",2,2,3,2,2,3,"a,b,c",3,3,3,2,2,2,1,"a,d,e,b,f,g,c",4,4,5,4,3,4,4,1,1,3,"a,b,e,d,f,c,g,h",4,1,3,5,3,1,3,2,1,"_1,_4,_3,_2,_na",4,"_1,_4,_3,_2,_na",1,"a,b,c",4,5,4,3,3,1,2,"a,e,c,f,b,d",3,3,2,3,3,3,"a,d,c,b",4,3,2,4,2,"a,d,c,b",3,2,4,1,1,"a,e,c,f,b,d",1,2,1,1,2,1,18,1,1,6, ,2, , , , , , , , ,1,1996,23,1101,1101,2100,2,6,6,7, ,6,1, , , , , , , , , , , , ,3,2,2,2,5,18,1,0,0,0,0,0,0,1,0,1,1,2,2,1,1,2,1,1,0,12,4,1,1,2,1,1,3,90,9,4, ,.846006075579803,2.22262442425082, ,3.95389345982135,6
219810420,06-JUN-2019,2,6,7277,Legana,192,601,12,65810,2123063,1,5,1,1,1,1,1,2,2,1,2,3,2,3,4,4,2,2,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,4,"_6,_2,_5,_1,_3,_4,_97,_na",1,1,0,0,1,1,0,0,"_1,_2,_3,_97,_na",0,0,0,1,0,1, ,2,1,1,2,4,2,8,8,4,10,0,1, ,30, ,2, ,1,999,6,1,1,0,1,0,0,0,0,0,0,3,1,7,5,6,0,2,2,1,2,1,1,9,0,5,3,1,"g,f,h,i,e,a,d,c,b",2,2,2,2,1,2,1,2,2,"g,f,h,i,e,a,d,c,b",2,2,2,2,2,3,2,3,3,2,2,2,3,1,2,2,2,2,2,3,5,2,4,"a,d,b,c",4,4,4,2,"a,j,b,d,e,c,g,i,f,h",1,1,1,2,2,1,3,3,1,1,"a,j,b,d,e,c,g,i,f,h",2,2,2,3,2,2,2,2,2,2,"_1,_10,_2,_4,_5,_3,_7,_9,_6,_8,_na",10,"_1,_2,_4,_5,_3,_7,_9,_6,_8,_na",6,3,2,1,2,2,2,1,1,"a,j,b,d,e,c,g,i,f,h",2,3,3,3,1,3,2,3,2,3,97,97,"a,f,b,c,e,d",2,2,2,4,3,3,"a,b,c",3,3,2,6,4,3,2,"e,d,a,f,b,g,c",3,3,2,4,2,2,3,2,3,1,"a,c,f,b,g,e,d,h",4,3,3,3,1,2,2,4,2,"_1,_4,_2,_3,_na",4,"_1,_4,_2,_3,_na",999,"a,b,c",3,4,4,3,1,1,2,"a,f,b,c,e,d",3,3,1,3,3,2,"a,d,b,c",999,2,2,2,4,"a,d,b,c",3,2,3,2,3,"a,f,b,c,e,d",1,2,2,1,1,2,16,0,5,5, ,1,Aircraft maintenance engineer,Troubleshooting ac systems scheduled inspections general ac maintain sole engineer port lots of call outs to solve technical problems,Transport aviation,3231,4,2,1,1,1,1948,71,2308,2308,2308,2,1,1,3, ,6,2,5, ,1,Front office manager,Running hotel front office,54,5421,2,1,2,1, ,1,2,2,2,4,11,3,0,0,0,0,0,1,0,0,1,1,2,1,2,1,2,1,1,1,6,6,4,5,2,1,1,1,90,9,1, ,.2145207737668,.238103357748822, ,.190387749846958,6
219810421,20-MAY-2019,2,6,7325,Waratah,193,602,12,60610,2132137,1,4,1,1,2,3,3,3,1,2,2,3,2,4,4,4,4,999,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,3,"_1,_3,_4,_6,_5,_2,_97,_na",1,1,1,0,1,1,0,0,"_2,_3,_1,_97,_na",0,0,1,0,0,2, ,2,1,1,2,1,1,3,8,5,10,2,2, ,2, ,1, , ,2,1,2,2,1,0,0,0,0,0,0,0,3,1,0,8,0,10,998,998,2,1,2,1,7,7,5,5,5,"h,b,d,i,c,f,e,a,g",2,2,2,2,2,2,2,3,3,"h,b,d,i,c,f,e,a,g",2,3,2,2,2,3,2,3,3,3,2,3,2,2,2,2,1,2,1,3,1,1,5,"a,c,b,d",3,4,4,3,"a,f,i,j,e,h,g,d,c,b",1,1,1,1,3,1,1,1,2,2,"a,f,i,j,e,h,g,d,c,b",1,1,1,1,1,1,1,1,1,1,"_1,_6,_9,_10,_5,_8,_7,_4,_3,_2,_na",3,"_1,_6,_9,_10,_5,_8,_7,_4,_2,_na",8,1,2,1,2,4,3,3,3,"a,f,i,j,e,h,g,d,c,b",1,1,3,3,2,4,2,2,2,2,2,5,"e,c,b,d,a,f",5,3,2,5,4,4,"b,c,a",4,4,4,9,3,2,5,"e,f,a,b,d,c,g",4,3,5,4,4,5,4,1,1,3,"a,e,b,c,g,f,h,d",5,5,3,5,4,1,2,1,1,"_1,_3,_2,_4,_na",1,"_1,_3,_2,_4,_na",3,"b,c,a",3,4,4,3,3,1,1,"e,c,b,d,a,f",3,3,2,3,3,3,"a,c,b,d",3,2,2,2,2,"a,c,b,d",5,1,5,2,1,"e,c,b,d,a,f",1,998,1,1,2,1,18,2,1,6, ,1,Retail Assistant,Customer service
Register operation 
Returns and exchanges
Coffee and cafe duties,Retail- Hardware,6211,5,2,2,1,2,1998,21,1101,2100,1101,2,998,6,1, ,6,1, , , , , , , , , , , , ,4,2,2,3,3,9,2,0,0,0,0,0,0,1,0,1,1,1,2,1,1,1,1,1,1,6,4,1,1,2,2,2,3,90,9,2, ,1.74232359245775,2.12595503423532, ,3.58408339868934,6
219810422,13-JUN-2019,2,6,7190,Triabunna - Bicheno,196,605,12,62410,2133725,1,1,1,1,1,1,2,2,1,1,1,2,4,2,4,4,1,4,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,4,"_6,_5,_1,_3,_2,_4,_97,_na",1,1,1,0,1,0,0,0,"_3,_1,_2,_97,_na",0,0,0,1,0,2, ,2,1,1,2,4,3,3,10,6,10,10,2, ,2, ,1, , ,2,6,999,4,1,0,0,0,0,0,0,0,5,1,5,8,0,3,2,2,2,1,2,1,5,7,0,6,3,"f,c,h,g,e,d,a,i,b",2,4,2,2,3,3,2,4,4,"f,c,h,g,e,d,a,i,b",2,2,2,2,3,2,2,3,3,3,2,1,2,1,2,2,1,1,1,5,1,1,3,"d,b,a,c",2,3,1,1,"h,b,g,e,a,d,i,j,c,f",2,2,1,1,2,1,2,2,2,1,"h,b,g,e,a,d,i,j,c,f",1,1,1,1,1,1,1,1,3,1,"_8,_2,_7,_5,_1,_4,_9,_10,_3,_6,_na",10,"_8,_2,_7,_5,_1,_4,_9,_3,_6,_na",6,3,3,2,2,3,3,2,2,"h,b,g,e,a,d,i,j,c,f",1,1,2,2,1,2,1,2,2,2,4,4,"f,c,e,d,a,b",1,2,1,1,1,1,"c,a,b",4,5,5,0,2,1,5,"f,e,b,c,a,g,d",4,1,4,5,3,4,3,1,1,2,"d,h,a,e,c,b,g,f",4,1,1,3,4,2,1,2,1,"_4,_2,_1,_3,_na",2,"_4,_2,_1,_3,_na",4,"c,a,b",5,5,5,3,1,2,3,"f,c,e,d,a,b",3,2,2,3,2,2,"d,b,a,c",4,1,2,2,3,"d,b,a,c",3,2,4,2,2,"f,c,e,d,a,b",1,998,1,1,998,1,15,0,1,5, ,1,Shop manager,Sales
Preparation of goods
Deliveries 
Cleaning
General shit kicker,Seafood,1421,4,4,1,2,2,1959,60,1101,1101,1101,2,2,2,1, ,6,1, , , , , , , , , , , , ,1,2,2,3,1,7,1,0,0,0,0,0,0,1,0,1,1,2,2,1,1,2,1,1,1,1,5,3,4,2,2,2,1,90,9,2, ,.210478629987977,.226034972582606, ,.220105336790356,6
219810423,23-MAY-2019,2,6,7030,Bridgewater - Gagebrook,196,605,11,60410,2136632,1,1,1,1,3,4,3,3,4,3,3,4,4,4,4,4,4,3,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,3,4,4,"_6,_1,_3,_2,_5,_4,_97,_na",0,0,0,0,0,0,1,0,"_3,_1,_2,_97,_na",0,0,0,1,0,2, ,3,2,6,2,3,2,5,6,6,2,2,2, ,2, ,1, , ,2,1,2,2,1,0,0,0,0,0,0,0,4,2,3,8,1,1,2,1,2,1,2,1,5,5,5,5,5,"i,g,b,d,c,e,f,a,h",2,3,2,2,3,3,2,3,3,"i,g,b,d,c,e,f,a,h",2,2,3,2,3,3,2,2,2,3,3,2,2,2,2,2,2,2,1,4,3,2,4,"c,d,a,b",3,2,2,1,"c,f,g,i,h,e,b,d,j,a",2,3,1,2,2,1,3,2,2,1,"c,f,g,i,h,e,b,d,j,a",998,998,1,998,998,1,998,998,998,998,"_3,_6,_7,_9,_8,_5,_2,_4,_10,_1,_na",6,"_3,_7,_9,_8,_5,_2,_4,_10,_1,_na",3,3,3,2,2,3,2,2,2,"c,f,g,i,h,e,b,d,j,a",1,1,2,3,1,4,2,1,3,2,97,3,"c,f,e,a,b,d",2,1,1,1,2,1,"c,a,b",5,5,5,0,3,3,3,"e,c,f,d,g,a,b",2,3,2,3,1,2,2,1,1,1,"c,b,e,h,d,a,g,f",1,2,1,4,1,1,3,1,2,"_3,_4,_1,_2,_na",3,"_3,_4,_1,_2,_na",2,"c,a,b",3,4,4,3,1,2,3,"c,f,e,a,b,d",2,3,2,3,3,3,"c,d,a,b",3,4,2,4,5,"c,d,a,b",2,3,1,3,2,"c,f,e,a,b,d",1,1,2,1,998,1,15,0,1,7, ,1,Kitchen hand,Cleaning,Hospitality,8513,5,2,2,2,2,1976,43,1101,1101,1101,2,998,998,7, ,6,2,1, ,1,Truck driver,Drives trucks,73,7331,2,2,1,6, ,2,2,2,3,5,15,1,1,0,0,0,0,0,0,0,1,1,3,1,1,1,1,1,1,2,1,4,1,2,2,2,2,2,90,9,4, ,2.06966681901155,2.19607150356946, ,3.42264914269049,6
219810424,15-JUL-2019,1,2,3033,Keilor,225,230,3,21180,2138555,1,10,1,1,1,1,2,3,4,1,2,4,4,2,2,3,4,3,1,0,0,0,0,0,0,0, , , , , , , ,1,1,4,"_1,_2,_3,_4,_5,_6,_97,_na",0,0,0,0,0,0,1,0,"_1,_2,_3,_97,_na",0,0,0,1,0,2, ,1,1,1,4,2,2,5,8,5,9,2,2, ,2, ,1, , ,1,1,2,2,1,0,0,0,0,0,0,0,3,1,4,9,2,3,998,998,1,1,998,1,4,9,5,6,5,"a,b,c,d,e,f,g,h,i",2,3,2,2,3,3,2,3,3,"a,b,c,d,e,f,g,h,i",1,2,1,1,1,1,1,2,1,3,1,4,3,2,2,2,2,2,2,3,3,2,5,"a,b,c,d",3,3,3,2,"a,b,c,d,e,f,g,h,i,j",2,1,2,2,2,1,2,2,2,1,"a,b,c,d,e,f,g,h,i,j",1,3,1,1,3,1,3,1,3,3,"_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_na",999,"_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,", ,3,2,2,2,3,3,2,2,"a,b,c,d,e,f,g,h,i,j",2,2,2,2,2,3,2,2,1,2,97,5,"a,b,c,d,e,f",2,4,2,3,4,2,"a,b,c",3,3,2,5,2,2,4,"a,b,c,d,e,f,g",3,3,3,4,2,4,3,2,2,4,"a,b,c,d,e,f,g,h",2,3,2,3,2,3,2,2,2,"_1,_2,_3,_4,_na",1,"_1,_2,_3,_4,_na",2,"a,b,c",3,4,4,3,2,1,1,"a,b,c,d,e,f",3,3,2,3,3,3,"a,b,c,d",3,3,2,2,5,"a,b,c,d",2,2,3,3,3,"a,b,c,d,e,f",1,2,2,1,998,2,15,999,1,5, ,1,PUBLIC SERVICE TRANSPORT CHAUFER,TRANSPORTING DUTIES IN GOVERNMENT,PUBLIC SERVICE,7311,5,3,1,1,1,1936,83,1101,1101,1101,2,2,2,2, ,6,3, , , , , , , , , , , , ,1,2,2,3,5,2,1,0,0,0,0,0,1,0,0,1,1,999,1,1,1,2,1,1, , ,6,4,5,2,1,1,1,21,2,2, ,.601128550803821,.554902517116353, ,.584611966116193,2
219810425,20-MAY-2019,2,2,3016,Newport,212,215,3,23110,2143481,1,4,1,1,1,1,1,1,4,1,1,4,4,4,4,4,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,4,"_2,_1,_3,_4,_5,_6,_97,_na",0,1,0,0,0,0,0,0,"_3,_1,_2,_97,_na",0,0,0,1,0,1, ,1,1,1,2,1,1,7,8,0,10,0,1, ,1, ,1, , ,1,1,1,1,1,0,0,0,0,0,0,0,3,1,10,0,9,0,1,2,1,2,1,2,10,0,10,0,0,"i,a,c,f,e,b,d,h,g",1,1,1,1,1,1,1,1,2,"i,a,c,f,e,b,d,h,g",2,1,2,2,2,2,3,3,3,1,1,3,3,2,2,2,2,1,2,2,1,1,5,"b,c,a,d",4,5,4,4,"b,f,c,d,h,j,e,a,i,g",1,3,1,2,1,2,2,2,1,1,"b,f,c,d,h,j,e,a,i,g",2,2,2,3,2,2,2,3,2,2,"_2,_6,_3,_4,_8,_10,_5,_1,_9,_7,_na",10,"_2,_6,_3,_4,_8,_5,_1,_9,_7,_na",6,3,2,2,1,2,1,1,1,"b,f,c,d,h,j,e,a,i,g",2,2,2,1,1,1,2,2,1,2,2,97,"f,b,c,d,a,e",2,1,2,4,1,5,"c,a,b",4,2,3,4,2,1,2,"e,c,d,g,f,b,a",3,5,4,5,3,5,5,1,2,1,"b,e,g,a,f,c,h,d",5,2,1,4,1,1,4,2,2,"_2,_3,_1,_4,_na",4,"_2,_3,_1,_4,_na",2,"c,a,b",1,4,5,1,4,1,1,"f,b,c,d,a,e",3,3,1,3,3,3,"b,c,a,d",1,5,1,1,3,"b,c,a,d",4,1,5,1,3,"f,b,c,d,a,e",1,2,2,1,1,2,17,9,3,2, ,1,master builder,project management,construction,1331,2,1,1,2,1,1948,71,2100,2100,2100,2,998,998,7, ,6,2,5, ,1,secondary school teacher,maths teacher 
now retired,24,2414,3,2,2,1, ,1,1,2,2,2,6,2,0,0,0,0,0,0,1,0,1,1,2,2,1,1,1,1,1,0,12,3,4,5,1,1,1,1,21,2,1, ,.588597130814717,.565957032405836, ,.310816180120909,2
219810426,12-JUL-2019,1,2,3850,Longford - Loch Sport,213,216,4,26810,2143754,1,10,1,1,1,3,3,3,3,1,1,999,2,1,4,4,2,1,1,0,0,0,0,0,0,0, , , , , , , ,1,1,4,"_1,_2,_3,_4,_5,_6,_97,_na",0,1,0,0,0,0,0,0,"_1,_2,_3,_97,_na",0,0,0,1,0,1, ,1,1,1,2,1,1,10,10,999,999,999,1, ,1, ,999, , ,2,1,1,1,1,0,0,0,0,0,0,0,1,1,10,0,10,0,1,2,1,2,1,2,10,0,10,5,0,"a,b,c,d,e,f,g,h,i",1,1,1,1,1,1,1,1,1,"a,b,c,d,e,f,g,h,i",4,4,4,4,4,4,4,4,4,1,1,4,5,1,2,2,2,2,2,1,1,1,5,"a,b,c,d",1,4,5,2,"a,b,c,d,e,f,g,h,i,j",3,3,1,1,1,1,3,3,1,1,"a,b,c,d,e,f,g,h,i,j",2,2,2,3,2,999,3,2,3,2,"_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_na",999,"_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,", ,3,3,1,1,1,1,1,1,"a,b,c,d,e,f,g,h,i,j",3,3,3,3,3,3,4,4,3,3,999,999,"a,b,c,d,e,f",1,1,1,1,1,1,"a,b,c",3,2,1,0,1,1,1,"a,b,c,d,e,f,g",1,1,1,1,2,1,3,1,4,1,"a,b,c,d,e,f,g,h",1,1,1,1,1,1,1,4,4,"_1,_2,_3,_4,_na",4,"_1,_2,_3,_4,_na",1,"a,b,c",4,1,1,3,1,1,1,"a,b,c,d,e,f",3,3,2,3,3,2,"a,b,c,d",1,1,1,1,5,"a,b,c,d",1,2,1,2,3,"a,b,c,d,e,f",1,1,1,1,1,1,74,999,1,5, ,1,MAINTENANCE SUPERIVSOR,"REPLACE GLOBES & WASHERS, PAINTING, GARDENING",SALE ELDERLY CITIZENS VILLAGE,8993,4,2,1,2,1,1939,80,1101,1101,1101,2,2,3,2, ,6,2,5, ,1,PERSONAL CARE,CARING FOR THE ELDERLY,42,4231,2,2,2,1, ,1,2,2,2,3,2,1,0,0,0,0,0,0,1,0,1,1,3,2,1,2,2,1,1, , ,6,4,5,2,1,1,1,22,2,1, ,1.25825612316736,1.20103471788374, ,.884878069700191,2
